[5],,[[ 0.02369744 -0.02287904  0.01982473 -0.01696969]],[-1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 0.22398815  0.17886493  0.21982497 -0.01605653]],[-1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 0.42510656  0.36912367  0.41608205 -0.0111279 ]],[-1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 0.6244756   0.58326465  0.6194069  -0.01615549]],[1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 0.82720053  0.76781005  0.8165838  -0.02302257]],[-1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 1.025244    0.97181684  1.0205835  -0.02458634]],[1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[ 1.223435    1.1852344   1.2203592  -0.01683952]],[1.],[False],[{'TimeLimit.truncated': None}]
[5],,[[0. 0. 0. 0.]],[-1.],[ True],"[{'TimeLimit.truncated': None, 'terminal_observation': array([ 1.41493946,  1.3816894 ,  1.41272878, -0.01296003])}]"
